Lon,Lat
-118.29203,33.20081
-118.32203,33.30584
-118.35211,33.41087
-118.38227,33.51592
-118.41252,33.62098
-118.44286,33.72605
-118.47327,33.83113
-118.50378,33.93621
-118.53436,34.04131
-118.56503,34.14641
-118.59579,34.25152
-118.62664,34.35664
-118.65757,34.46176
-118.68859,34.56689
-118.7197,34.67203
-118.75089,34.77717
-118.78217,34.88232
-118.81354,34.98747
-118.845,35.09263
-118.87655,35.19779
-118.90818,35.30295
-118.93991,35.40812
-118.97173,35.51329
-119.00364,35.61847
-119.03564,35.72364
-119.06773,35.82882
-119.09991,35.934
-119.13218,36.03918
-119.16455,36.14436
-119.19701,36.24954
-119.22956,36.35472
-119.26221,36.45991
-119.29494,36.56509
-119.32778,36.67027
-119.36071,36.77544
-119.39374,36.88062
-119.42686,36.98579
-119.46008,37.09097
-119.49339,37.19613
-119.5268,37.3013
-119.56031,37.40646
-119.59391,37.51162
-119.62762,37.61677
-119.66142,37.72191
-119.69532,37.82705
-119.72932,37.93219
-119.76342,38.03732
-119.79762,38.14244
-119.83192,38.24756
-119.86633,38.35266
-119.90083,38.45777
-119.93544,38.56286
-119.97015,38.66794
-120.00496,38.77302
-120.03988,38.87808
-120.0749,38.98314
-120.11002,39.08818
-120.14525,39.19322
-120.18058,39.29824
-120.21602,39.40326
-120.25156,39.50826
-120.28722,39.61324
-120.32298,39.71822
-120.35885,39.82318
-120.39482,39.92813
-120.43091,40.03307
-120.46709,40.13799
-120.5034,40.2429
-120.53981,40.34779
-120.57633,40.45266
-120.61297,40.55753
-120.64971,40.66237
-120.68657,40.7672
-120.72353,40.87201
-120.76062,40.9768
-120.79781,41.08158
-120.83512,41.18633
-120.87255,41.29107
-120.91009,41.39579
-120.94774,41.50049
-120.98551,41.60517
-121.0234,41.70983
-121.0614,41.81447
-121.09953,41.91909
-121.13776,42.02368
-121.17612,42.12825
-121.2146,42.23281
-121.2532,42.33734
-121.29192,42.44184
-121.33075,42.54632
-121.36971,42.65078
-121.40879,42.75521
-121.448,42.85962
-121.48733,42.964
-121.52678,43.06836
-121.56635,43.1727
-121.60605,43.277
-121.64587,43.38128
-121.68583,43.48552
-121.72591,43.58975
-121.76611,43.69394
-121.80644,43.79811
-121.8469,43.90224
-121.8875,44.00635
-121.92822,44.11042
-121.96906,44.21447
-122.01004,44.31849
-122.05116,44.42247
-122.0924,44.52642
-122.13377,44.63034
-122.17528,44.73423
-122.21693,44.83809
-122.2587,44.94191
-122.30061,45.04569
-122.34266,45.14945
-122.38484,45.25317
-122.42717,45.35685
-122.46963,45.46049
-122.51222,45.56411
-122.55496,45.66768
-122.59783,45.77122
-122.64085,45.87473
-122.68401,45.97819
-122.7273,46.08162
-122.77074,46.185
-122.81433,46.28835
-122.85806,46.39166
-122.90193,46.49493
-122.94595,46.59816
-122.9901,46.70134
-123.03442,46.80449
-123.07887,46.9076
-123.12347,47.01066
-123.16823,47.11368
-123.21313,47.21666
-123.25819,47.3196
-123.30339,47.42249
-123.34874,47.52533
-123.39425,47.62814
-123.43991,47.73089
-123.48572,47.83361
-123.53168,47.93627
-123.57781,48.03889
-123.62409,48.14146
-123.67052,48.24399
-123.71712,48.34647
-123.76387,48.4489
-123.81078,48.55128
-123.85785,48.65361
-123.90508,48.75589
-123.95248,48.85813
-124.00003,48.96031
-124.04775,49.06244
-124.09563,49.16452
-124.14368,49.26655
-115.75871,23.75306
-115.78223,23.85576
-115.8058,23.9585
-115.82944,24.06129
-115.85314,24.16411
-115.87689,24.26697
-115.90071,24.36987
-115.92458,24.47281
-115.94852,24.57579
-115.97251,24.6788
-115.99656,24.78185
-116.02068,24.88494
-116.04485,24.98807
-116.06908,25.09124
-116.09338,25.19444
-116.11773,25.29767
-116.14215,25.40095
-116.16663,25.50425
-116.19117,25.6076
-116.21577,25.71098
-116.24043,25.81439
-116.26517,25.91784
-116.28996,26.02132
-116.3148,26.12483
-116.33972,26.22838
-116.3647,26.33196
-116.38975,26.43558
-116.41485,26.53923
-116.44003,26.64291
-116.46526,26.74662
-116.49055,26.85036
-116.51592,26.95414
-116.54135,27.05794
-116.56685,27.16178
-116.59241,27.26565
-116.61803,27.36954
-116.64372,27.47347
-116.66949,27.57743
-116.69531,27.68141
-116.7212,27.78543
-116.74716,27.88947
-116.77319,27.99354
-116.79929,28.09764
-116.82545,28.20177
-116.85168,28.30592
-116.87798,28.4101
-116.90434,28.51431
-116.93078,28.61855
-116.95728,28.72281
-116.98386,28.82709
-117.01051,28.9314
-117.03722,29.03574
-117.064,29.1401
-117.09086,29.24448
-117.11778,29.34889
-117.14478,29.45333
-117.17185,29.55778
-117.19899,29.66226
-117.2262,29.76676
-117.25349,29.87129
-117.28085,29.97583
-117.30827,30.0804
-117.33578,30.18499
-117.36335,30.2896
-117.39101,30.39423
-117.41872,30.49888
-117.44653,30.60355
-117.4744,30.70824
-117.50234,30.81295
-117.53036,30.91768
-117.55846,31.02243
-117.58664,31.12719
-117.61488,31.23198
-117.64321,31.33678
-117.67162,31.4416
-117.7001,31.54643
-117.72865,31.65128
-117.75729,31.75615
-117.786,31.86103
-117.81479,31.96593
-117.84365,32.07085
-117.8726,32.17578
-117.90163,32.28072
-117.93073,32.38568
-117.95992,32.49065
-117.98918,32.59563
-118.01853,32.70063
-118.04796,32.80564
-118.07746,32.91066
-118.10705,33.0157
-118.13672,33.12074
-118.16647,33.2258
-118.19631,33.33087
-118.22623,33.43595
-118.25623,33.54103
-118.28631,33.64613
-118.31647,33.75124
-118.34673,33.85636
-118.37707,33.96148
-118.40749,34.06662
-118.438,34.17176
-118.46858,34.27691
-118.49926,34.38206
-118.53002,34.48723
-118.56087,34.5924
-118.59181,34.69757
-118.62283,34.80275
-118.65395,34.90794
-118.68514,35.01313
-118.71643,35.11833
-118.74781,35.22353
-118.77927,35.32874
-118.81083,35.43394
-118.84248,35.53915
-118.87421,35.64437
-118.90604,35.74958
-118.93795,35.8548
-118.96996,35.96002
-119.00206,36.06524
-119.03425,36.17046
-119.06654,36.27568
-119.09891,36.38091
-119.13138,36.48613
-119.16395,36.59135
-119.1966,36.69656
-119.22935,36.80178
-119.2622,36.907
-119.29514,37.01221
-119.32819,37.11742
-119.36131,37.22263
-119.39455,37.32784
-119.42787,37.43304
-119.4613,37.53823
-119.49482,37.64342
-119.52844,37.74861
-119.56216,37.85379
-119.59598,37.95897
-119.6299,38.06414
-119.66392,38.1693
-119.69804,38.27446
-119.73225,38.37961
-119.76657,38.48475
-119.80099,38.58988
-119.83552,38.695
-119.87014,38.80012
-119.90487,38.90522
-119.9397,39.01032
-119.97464,39.11541
-120.00968,39.22048
-120.04482,39.32555
-120.08007,39.4306
-120.11543,39.53564
-120.15089,39.64067
-120.18646,39.74569
-120.22214,39.85069
-120.25792,39.95568
-120.29381,40.06066
-120.32981,40.16562
-120.36592,40.27057
-120.40214,40.3755
-120.43846,40.48042
-120.4749,40.58532
-120.51145,40.6902
-120.54811,40.79507
-120.58488,40.89993
-120.62177,41.00476
-120.65877,41.10957
-120.69588,41.21437
-120.73311,41.31915
-120.77045,41.42391
-120.8079,41.52865
-120.84547,41.63337
-120.88316,41.73808
-120.92096,41.84275
-120.95888,41.94741
-120.99692,42.05205
-121.03507,42.15667
-121.07335,42.26126
-121.11174,42.36583
-121.15025,42.47038
-121.18889,42.5749
-121.22765,42.6794
-121.26652,42.78387
-121.30552,42.88832
-121.34464,42.99275
-121.38388,43.09715
-121.42325,43.20152
-121.46274,43.30586
-121.50236,43.41018
-121.5421,43.51447
-121.58197,43.61874
-121.62196,43.72297
-121.66209,43.82718
-121.70233,43.93136
-121.74271,44.03551
-121.78322,44.13963
-121.82385,44.24371
-121.86462,44.34777
-121.90552,44.45179
-121.94654,44.55579
-121.9877,44.65975
-122.02899,44.76368
-122.07042,44.86758
-122.11198,44.97144
-122.15367,45.07527
-122.1955,45.17907
-122.23747,45.28283
-122.27957,45.38655
-122.32181,45.49024
-122.36418,45.59389
-122.4067,45.69751
-122.44936,45.80109
-122.49215,45.90464
-122.53508,46.00814
-122.57816,46.11161
-122.62137,46.21504
-122.66473,46.31843
-122.70823,46.42178
-122.75188,46.52509
-122.79567,46.62836
-122.8396,46.73159
-122.88368,46.83479
-122.92791,46.93793
-122.97228,47.04104
-123.01681,47.1441
-123.06148,47.24712
-123.1063,47.3501
-123.15127,47.45303
-123.19639,47.55592
-123.24167,47.65877
-123.28709,47.76157
-123.33267,47.86432
-123.3784,47.96703
-123.42429,48.06969
-123.47033,48.17231
-123.51653,48.27488
-123.56289,48.3774
-123.6094,48.47987
-123.65607,48.58229
-123.7029,48.68467
-123.74989,48.78699
-123.79705,48.88927
-123.84436,48.9915
-123.89184,49.09367
-123.93948,49.1958
-123.98728,49.29787
-115.64649,23.77449
-115.66988,23.87723
-115.69332,23.98001
-115.71683,24.08283
-115.74039,24.18569
-115.76402,24.28859
-115.78769,24.39153
-115.81143,24.4945
-115.83523,24.59752
-115.85909,24.70057
-115.883,24.80366
-115.90698,24.90678
-115.93102,25.00994
-115.95512,25.11315
-115.97928,25.21638
-116.00349,25.31966
-116.02778,25.42297
-116.05212,25.52631
-116.07652,25.62969
-116.10098,25.7331
-116.12551,25.83656
-116.1501,25.94004
-116.17475,26.04356
-116.19946,26.14711
-116.22424,26.2507
-116.24908,26.35431
-116.27398,26.45797
-116.29894,26.56165
-116.32397,26.66537
-116.34907,26.76912
-116.37423,26.8729
-116.39945,26.97671
-116.42474,27.08055
-116.45009,27.18443
-116.47551,27.28833
-116.50099,27.39227
-116.52654,27.49623
-116.55215,27.60022
-116.57784,27.70425
-116.60358,27.8083
-116.62939,27.91238
-116.65528,28.01649
-116.68123,28.12062
-116.70724,28.22479
-116.73333,28.32898
-116.75948,28.4332
-116.7857,28.53745
-116.81199,28.64172
-116.83835,28.74601
-116.86477,28.85034
-116.89127,28.95469
-116.91783,29.05906
-116.94447,29.16346
-116.97118,29.26788
-116.99796,29.37233
-117.0248,29.4768
-117.05172,29.58129
-117.0787,29.68581
-117.10577,29.79035
-117.1329,29.89491
-117.1601,29.99949
-117.18739,30.1041
-117.21474,30.20872
-117.24216,30.31337
-117.26965,30.41804
-117.29723,30.52273
-117.32487,30.62744
-117.35258,30.73217
-117.38038,30.83692
-117.40824,30.94168
-117.43619,31.04647
-117.4642,31.15127
-117.49229,31.25609
-117.52046,31.36093
-117.54871,31.46579
-117.57703,31.57066
-117.60543,31.67555
-117.6339,31.78046
-117.66246,31.88538
-117.69109,31.99032
-117.7198,32.09527
-117.74858,32.20024
-117.77745,32.30522
-117.8064,32.41022
-117.83542,32.51523
-117.86452,32.62025
-117.89371,32.72529
-117.92297,32.83034
-117.95232,32.9354
-117.98174,33.04047
-118.01125,33.14556
-118.04084,33.25065
-118.07051,33.35576
-118.10026,33.46088
-118.1301,33.566
-118.16002,33.67114
-118.19002,33.77629
-118.2201,33.88144
-118.25027,33.98661
-118.28053,34.09178
-118.31087,34.19696
-118.34129,34.30215
-118.3718,34.40734
-118.40239,34.51255
-118.43307,34.61776
-118.46384,34.72297
-118.49469,34.82819
-118.52563,34.93342
-118.55666,35.03865
-118.58778,35.14388
-118.61899,35.24912
-118.65028,35.35437
-118.68166,35.45961
-118.71313,35.56487
-118.7447,35.67012
-118.77634,35.77537
-118.80809,35.88063
-118.83992,35.98589
-118.87184,36.09115
-118.90386,36.19641
-118.93597,36.30167
-118.96817,36.40693
-119.00047,36.51219
-119.03285,36.61745
-119.06533,36.72271
-119.0979,36.82797
-119.13057,36.93323
-119.16334,37.03848
-119.19619,37.14373
-119.22915,37.24898
-119.2622,37.35422
-119.29534,37.45947
-119.32859,37.5647
-119.36193,37.66993
-119.39537,37.77516
-119.4289,37.88038
-119.46254,37.9856
-119.49627,38.09081
-119.53011,38.19601
-119.56404,38.3012
-119.59808,38.40639
-119.63221,38.51157
-119.66644,38.61675
-119.70078,38.72191
-119.73521,38.82707
-119.76976,38.93221
-119.80441,39.03735
-119.83915,39.14248
-119.874,39.24759
-119.90896,39.3527
-119.94402,39.45779
-119.97919,39.56287
-120.01446,39.66794
-120.04984,39.773
-120.08532,39.87804
-120.12091,39.98307
-120.15661,40.08809
-120.19241,40.19309
-120.22832,40.29808
-120.26435,40.40305
-120.30048,40.50801
-120.33672,40.61295
-120.37308,40.71788
-120.40955,40.82279
-120.44612,40.92768
-120.48281,41.03256
-120.51961,41.13741
-120.55653,41.24225
-120.59355,41.34707
-120.63069,41.45187
-120.66795,41.55666
-120.70531,41.66142
-120.7428,41.76616
-120.7804,41.87088
-120.81812,41.97558
-120.85596,42.08026
-120.89391,42.18491
-120.93198,42.28955
-120.97017,42.39416
-121.00848,42.49875
-121.04691,42.60331
-121.08546,42.70785
-121.12412,42.81237
-121.16292,42.91686
-121.20183,43.02132
-121.24087,43.12576
-121.28002,43.23018
-121.31931,43.33456
-121.35871,43.43892
-121.39825,43.54326
-121.4379,43.64756
-121.47768,43.75184
-121.51759,43.85609
-121.55763,43.96031
-121.59779,44.0645
-121.63809,44.16866
-121.67851,44.27279
-121.71906,44.37688
-121.75974,44.48095
-121.80055,44.58499
-121.8415,44.68899
-121.88258,44.79296
-121.92378,44.8969
-121.96513,45.0008
-122.0066,45.10468
-122.04821,45.20851
-122.08996,45.31231
-122.13184,45.41608
-122.17386,45.51981
-122.21601,45.62351
-122.2583,45.72717
-122.30074,45.83079
-122.3433,45.93438
-122.38601,46.03793
-122.42886,46.14144
-122.47186,46.24491
-122.51498,46.34834
-122.55826,46.45173
-122.60168,46.55509
-122.64524,46.6584
-122.68895,46.76167
-122.7328,46.8649
-122.7768,46.96809
-122.82095,47.07124
-122.86523,47.17435
-122.90968,47.27741
-122.95426,47.38043
-122.999,47.48341
-123.04389,47.58634
-123.08893,47.68922
-123.13412,47.79207
-123.17947,47.89487
-123.22496,47.99762
-123.27061,48.10032
-123.31642,48.20298
-123.36238,48.30559
-123.4085,48.40815
-123.45477,48.51067
-123.50121,48.61314
-123.5478,48.71555
-123.59454,48.81792
-123.64146,48.92024
-123.68853,49.02251
-123.73576,49.12473
-123.78316,49.22689
-123.83072,49.32901
-115.53422,23.79581
-115.55747,23.89858
-115.58078,24.0014
-115.60416,24.10426
-115.62759,24.20715
-115.65107,24.31008
-115.67461,24.41306
-115.69822,24.51607
-115.72189,24.61912
-115.74561,24.7222
-115.76939,24.82533
-115.79323,24.92849
-115.81713,25.03169
-115.84109,25.13493
-115.86511,25.2382
-115.8892,25.34151
-115.91334,25.44486
-115.93755,25.54824
-115.96181,25.65166
-115.98613,25.75511
-116.01052,25.85859
-116.03497,25.96211
-116.05948,26.06567
-116.08405,26.16926
-116.10869,26.27288
-116.13339,26.37654
-116.15815,26.48022
-116.18298,26.58395
-116.20786,26.6877
-116.23282,26.79148
-116.25784,26.8953
-116.28291,26.99915
-116.30806,27.10303
-116.33327,27.20694
-116.35854,27.31088
-116.38388,27.41486
-116.40929,27.51886
-116.43475,27.62289
-116.4603,27.72695
-116.48589,27.83104
-116.51157,27.93515
-116.5373,28.0393
-116.5631,28.14347
-116.58897,28.24767
-116.61491,28.3519
-116.64091,28.45616
-116.66698,28.56044
-116.69313,28.66475
-116.71934,28.76909
-116.74562,28.87345
-116.77197,28.97783
-116.79838,29.08224
-116.82487,29.18668
-116.85143,29.29114
-116.87805,29.39562
-116.90475,29.50013
-116.93151,29.60466
-116.95835,29.70922
-116.98526,29.81379
-117.01225,29.91839
-117.03929,30.02302
-117.06642,30.12766
-117.09361,30.23232
-117.12089,30.33701
-117.14823,30.44172
-117.17564,30.54644
-117.20313,30.65119
-117.2307,30.75595
-117.25833,30.86074
-117.28604,30.96555
-117.31383,31.07037
-117.34169,31.17521
-117.36963,31.28007
-117.39764,31.38495
-117.42573,31.48984
-117.45389,31.59476
-117.48213,31.69968
-117.51044,31.80463
-117.53884,31.90959
-117.56731,32.01456
-117.59586,32.11956
-117.62449,32.22456
-117.65319,32.32958
-117.68198,32.43462
-117.71084,32.53967
-117.73978,32.64473
-117.76881,32.7498
-117.7979,32.85489
-117.82709,32.95999
-117.85635,33.0651
-117.8857,33.17022
-117.91512,33.27536
-117.94463,33.3805
-117.97421,33.48566
-118.00388,33.59082
-118.03364,33.696
-118.06347,33.80119
-118.09339,33.90638
-118.12339,34.01159
-118.15348,34.1168
-118.18365,34.22202
-118.21391,34.32724
-118.24425,34.43248
-118.27467,34.53772
-118.30518,34.64297
-118.33578,34.74822
-118.36646,34.85348
-118.39723,34.95874
-118.42809,35.06401
-118.45904,35.16929
-118.49007,35.27457
-118.52119,35.37985
-118.5524,35.48514
-118.5837,35.59043
-118.61509,35.69572
-118.64657,35.80101
-118.67813,35.90631
-118.70979,36.01161
-118.74154,36.11691
-118.77338,36.22221
-118.80531,36.32751
-118.83733,36.43281
-118.86945,36.53811
-118.90166,36.64341
-118.93396,36.74871
-118.96635,36.854
-118.99885,36.9593
-119.03143,37.06459
-119.06411,37.16988
-119.09689,37.27517
-119.12975,37.38046
-119.16272,37.48574
-119.19578,37.59101
-119.22894,37.69629
-119.26219,37.80155
-119.29555,37.90681
-119.32899,38.01207
-119.36255,38.11732
-119.39619,38.22256
-119.42995,38.3278
-119.46379,38.43303
-119.49774,38.53825
-119.53179,38.64346
-119.56594,38.74866
-119.60019,38.85386
-119.63454,38.95905
-119.669,39.06422
-119.70356,39.16939
-119.73822,39.27454
-119.77299,39.37969
-119.80786,39.48482
-119.84283,39.58994
-119.87791,39.69505
-119.9131,39.80015
-119.94839,39.90524
-119.98379,40.0103
-120.01929,40.11536
-120.05491,40.22041
-120.09063,40.32544
-120.12646,40.43045
-120.16239,40.53545
-120.19844,40.64043
-120.2346,40.7454
-120.27087,40.85035
-120.30724,40.95528
-120.34373,41.06019
-120.38034,41.16509
-120.41705,41.26997
-120.45388,41.37483
-120.49082,41.47967
-120.52788,41.5845
-120.56504,41.6893
-120.60233,41.79408
-120.63972,41.89884
-120.67725,42.00358
-120.71487,42.1083
-120.75262,42.213
-120.79049,42.31767
-120.82848,42.42233
-120.86658,42.52695
-120.9048,42.63156
-120.94315,42.73614
-120.98161,42.8407
-121.0202,42.94523
-121.0589,43.04974
-121.09772,43.15422
-121.13667,43.25867
-121.17575,43.3631
-121.21494,43.4675
-121.25426,43.57187
-121.29371,43.67622
-121.33328,43.78054
-121.37298,43.88483
-121.4128,43.98909
-121.45275,44.09332
-121.49284,44.19752
-121.53304,44.30169
-121.57338,44.40583
-121.61385,44.50994
-121.65444,44.61402
-121.69517,44.71806
-121.73602,44.82207
-121.77702,44.92605
-121.81814,45.03
-121.85939,45.13391
-121.90078,45.23779
-121.94231,45.34163
-121.98397,45.44544
-122.02576,45.54922
-122.0677,45.65295
-122.10976,45.75666
-122.15197,45.86032
-122.19432,45.96395
-122.2368,46.06754
-122.27943,46.17109
-122.3222,46.2746
-122.3651,46.37807
-122.40815,46.48151
-122.45134,46.58491
-122.49467,46.68826
-122.53815,46.79158
-122.58177,46.89485
-122.62554,46.99808
-122.66946,47.10127
-122.71352,47.20442
-122.75772,47.30753
-122.80208,47.41059
-122.84658,47.5136
-122.89124,47.61658
-122.93604,47.71951
-122.981,47.82239
-123.02611,47.92523
-123.07137,48.02802
-123.11678,48.13077
-123.16235,48.23347
-123.20807,48.33612
-123.25395,48.43873
-123.29999,48.54129
-123.34618,48.6438
-123.39252,48.74626
-123.43903,48.84867
-123.4857,48.95103
-123.53253,49.05334
-123.57952,49.1556
-123.62667,49.25781
-123.67399,49.35997
-115.42188,23.817
-115.44501,23.91981
-115.46819,24.02266
-115.49142,24.12555
-115.51472,24.22848
-115.53807,24.33145
-115.56149,24.43446
-115.58495,24.53751
-115.60848,24.64059
-115.63206,24.74372
-115.65572,24.84688
-115.67942,24.95008
-115.70319,25.05331
-115.72701,25.15659
-115.75089,25.2599
-115.77483,25.36324
-115.79884,25.46662
-115.82291,25.57004
-115.84703,25.67349
-115.87122,25.77698
-115.89547,25.8805
-115.91978,25.98406
-115.94415,26.08765
-115.96858,26.19128
-115.99308,26.29494
-116.01764,26.39863
-116.04226,26.50235
-116.06694,26.60611
-116.09169,26.7099
-116.1165,26.81372
-116.14137,26.91758
-116.16631,27.02146
-116.19131,27.12538
-116.21638,27.22933
-116.24151,27.3333
-116.26671,27.43731
-116.29197,27.54135
-116.31729,27.64542
-116.34268,27.74951
-116.36814,27.85364
-116.39367,27.95779
-116.41926,28.06198
-116.44491,28.16619
-116.47063,28.27043
-116.49642,28.37469
-116.52229,28.47898
-116.54821,28.58331
-116.5742,28.68765
-116.60027,28.79202
-116.6264,28.89642
-116.65259,29.00084
-116.67886,29.10529
-116.70519,29.20976
-116.7316,29.31426
-116.75808,29.41878
-116.78462,29.52333
-116.81124,29.6279
-116.83793,29.73249
-116.86469,29.8371
-116.89151,29.94174
-116.91841,30.0464
-116.94538,30.15108
-116.97243,30.25578
-116.99954,30.36051
-117.02673,30.46525
-117.05399,30.57001
-117.08133,30.6748
-117.10873,30.7796
-117.13622,30.88443
-117.16377,30.98927
-117.1914,31.09413
-117.21911,31.19901
-117.24689,31.30391
-117.27474,31.40882
-117.30267,31.51376
-117.33067,31.61871
-117.35876,31.72367
-117.38692,31.82866
-117.41515,31.93365
-117.44346,32.03867
-117.47185,32.1437
-117.50031,32.24874
-117.52886,32.3538
-117.55748,32.45887
-117.58618,32.56396
-117.61497,32.66906
-117.64382,32.77417
-117.67276,32.8793
-117.70178,32.98444
-117.73088,33.08958
-117.76006,33.19475
-117.78932,33.29992
-117.81866,33.40511
-117.84808,33.5103
-117.87759,33.6155
-117.90717,33.72072
-117.93684,33.82594
-117.9666,33.93118
-117.99643,34.03642
-118.02635,34.14167
-118.05635,34.24693
-118.08644,34.35219
-118.11661,34.45746
-118.14687,34.56274
-118.17721,34.66803
-118.20763,34.77332
-118.23815,34.87862
-118.26875,34.98392
-118.29943,35.08923
-118.33021,35.19455
-118.36107,35.29987
-118.39201,35.40519
-118.42305,35.51051
-118.45418,35.61584
-118.48539,35.72117
-118.51669,35.8265
-118.54809,35.93184
-118.57957,36.03718
-118.61115,36.14252
-118.64281,36.24786
-118.67456,36.3532
-118.70641,36.45853
-118.73835,36.56387
-118.77038,36.66921
-118.8025,36.77455
-118.83472,36.87989
-118.86703,36.98522
-118.89943,37.09056
-118.93193,37.19588
-118.96452,37.30121
-118.99721,37.40654
-119.02999,37.51186
-119.06287,37.61717
-119.09585,37.72248
-119.12892,37.82779
-119.16209,37.93309
-119.19536,38.03838
-119.22873,38.14367
-119.26219,38.24895
-119.29575,38.35423
-119.32941,38.4595
-119.36317,38.56476
-119.39704,38.67001
-119.431,38.77526
-119.46507,38.88049
-119.49923,38.98572
-119.53349,39.09093
-119.56786,39.19614
-119.60234,39.30134
-119.63692,39.40652
-119.67159,39.5117
-119.70638,39.61686
-119.74126,39.72201
-119.77626,39.82714
-119.81136,39.93227
-119.84657,40.03738
-119.88187,40.14248
-119.91729,40.24756
-119.95282,40.35263
-119.98845,40.45768
-120.02419,40.56272
-120.06004,40.66774
-120.09601,40.77275
-120.13208,40.87774
-120.16826,40.98271
-120.20455,41.08767
-120.24095,41.19261
-120.27747,41.29753
-120.31409,41.40243
-120.35084,41.50731
-120.38769,41.61217
-120.42466,41.71702
-120.46174,41.82184
-120.49894,41.92664
-120.53625,42.03142
-120.57368,42.13618
-120.61122,42.24092
-120.64889,42.34563
-120.68667,42.45033
-120.72456,42.555
-120.76258,42.65964
-120.80071,42.76426
-120.83897,42.86886
-120.87735,42.97343
-120.91584,43.07798
-120.95446,43.1825
-120.9932,43.287
-121.03207,43.39147
-121.07105,43.49591
-121.11016,43.60033
-121.14939,43.70471
-121.18875,43.80907
-121.22824,43.9134
-121.26785,44.0177
-121.30759,44.12197
-121.34745,44.22622
-121.38744,44.33043
-121.42756,44.43461
-121.46781,44.53876
-121.50819,44.64288
-121.5487,44.74696
-121.58934,44.85102
-121.63011,44.95504
-121.67101,45.05902
-121.71205,45.16298
-121.75322,45.2669
-121.79453,45.37078
-121.83596,45.47463
-121.87753,45.57845
-121.91924,45.68223
-121.96109,45.78597
-122.00307,45.88968
-122.0452,45.99334
-122.08746,46.09698
-122.12985,46.20057
-122.17239,46.30412
-122.21507,46.40764
-122.2579,46.51112
-122.30086,46.61455
-122.34396,46.71795
-122.38721,46.8213
-122.4306,46.92462
-122.47414,47.02789
-122.51782,47.13113
-122.56165,47.23432
-122.60562,47.33746
-122.64974,47.44057
-122.69402,47.54362
-122.73843,47.64664
-122.783,47.74961
-122.82773,47.85254
-122.8726,47.95542
-122.91762,48.05825
-122.9628,48.16105
-123.00813,48.26379
-123.05361,48.36648
-123.09924,48.46913
-123.14504,48.57173
-123.19099,48.67428
-123.2371,48.77678
-123.28336,48.87923
-123.32979,48.98164
-123.37637,49.08399
-123.42312,49.18629
-123.47002,49.28854
-123.5171,49.39075
-115.30949,23.83806
-115.33248,23.94091
-115.35553,24.0438
-115.37863,24.14672
-115.40179,24.24969
-115.42501,24.35269
-115.44829,24.45574
-115.47163,24.55882
-115.49502,24.66194
-115.51847,24.7651
-115.54198,24.8683
-115.56554,24.97153
-115.58917,25.0748
-115.61286,25.17811
-115.63661,25.28146
-115.66042,25.38484
-115.68428,25.48826
-115.70821,25.59171
-115.7322,25.6952
-115.75625,25.79872
-115.78036,25.90228
-115.80453,26.00587
-115.82876,26.1095
-115.85305,26.21316
-115.87741,26.31686
-115.90182,26.42059
-115.92631,26.52435
-115.95084,26.62814
-115.97545,26.73197
-116.00012,26.83583
-116.02485,26.93972
-116.04964,27.04364
-116.07451,27.14759
-116.09943,27.25158
-116.12441,27.35559
-116.14947,27.45963
-116.17458,27.56371
-116.19976,27.66781
-116.22501,27.77195
-116.25032,27.87611
-116.2757,27.9803
-116.30115,28.08452
-116.32665,28.18877
-116.35223,28.29305
-116.37788,28.39735
-116.40359,28.50168
-116.42936,28.60603
-116.45521,28.71041
-116.48112,28.81483
-116.5071,28.91926
-116.53315,29.02372
-116.55927,29.1282
-116.58545,29.23272
-116.61171,29.33725
-116.63803,29.44181
-116.66443,29.54639
-116.6909,29.651
-116.71743,29.75562
-116.74403,29.86028
-116.77071,29.96495
-116.79745,30.06965
-116.82427,30.17437
-116.85117,30.2791
-116.87813,30.38387
-116.90516,30.48865
-116.93227,30.59345
-116.95945,30.69827
-116.9867,30.80311
-117.01402,30.90797
-117.04143,31.01285
-117.0689,31.11775
-117.09644,31.22267
-117.12407,31.32761
-117.15176,31.43256
-117.17953,31.53753
-117.20738,31.64252
-117.23531,31.74752
-117.26331,31.85254
-117.29138,31.95758
-117.31953,32.06263
-117.34776,32.16769
-117.37607,32.27278
-117.40445,32.37787
-117.43291,32.48299
-117.46145,32.58811
-117.49007,32.69325
-117.51876,32.7984
-117.54754,32.90356
-117.57639,33.00874
-117.60533,33.11393
-117.63435,33.21913
-117.66344,33.32434
-117.69261,33.42956
-117.72187,33.53479
-117.75121,33.64003
-117.78063,33.74529
-117.81013,33.85055
-117.83972,33.95582
-117.86938,34.0611
-117.89914,34.16639
-117.92897,34.27169
-117.95889,34.37699
-117.98889,34.4823
-118.01897,34.58762
-118.04915,34.69295
-118.07941,34.79828
-118.10975,34.90361
-118.14017,35.00896
-118.17069,35.1143
-118.20129,35.21966
-118.23198,35.32501
-118.26276,35.43037
-118.29362,35.53574
-118.32457,35.64111
-118.35561,35.74648
-118.38673,35.85185
-118.41795,35.95722
-118.44926,36.0626
-118.48065,36.16798
-118.51215,36.27335
-118.54372,36.37873
-118.57539,36.48411
-118.60715,36.58949
-118.639,36.69487
-118.67094,36.80024
-118.70298,36.90562
-118.73512,37.01099
-118.76734,37.11636
-118.79965,37.22173
-118.83207,37.3271
-118.86457,37.43246
-118.89718,37.53782
-118.92987,37.64318
-118.96266,37.74853
-118.99555,37.85387
